LR,gradient_count,edge_count,normal_count,weak_count
IL2_IL2RA,1096.0,275.0,1876.0,0.0
IL2_IL2RB,1159.0,224.0,1850.0,0.0
IL2_IL2RG,1493.0,331.0,1204.0,1324.0
IL4_IL2RG,1088.0,297.0,1181.0,1555.0
IL4_IL4R,1276.0,295.0,1206.0,1359.0
IL7_IL2RG,2122.0,591.0,1496.0,691.0
IL7_IL7R,2430.0,545.0,1502.0,512.0
IL15_IL15RA,767.0,507.0,2795.0,0.0
IL15_IL2RB,900.0,409.0,2800.0,0.0
IL15_IL2RG,1302.0,506.0,2428.0,623.0
IL21_IL2RG,2252.0,414.0,1254.0,840.0
IL21_IL21R,2166.0,456.0,1471.0,774.0
TSLP_CRLF2,1385.0,126.0,85.0,0.0
TSLP_IL7R,2218.0,299.0,1191.0,802.0
IL5_CSF2RB,865.0,402.0,1255.0,1515.0
IL5_IL5RA,1497.0,129.0,77.0,0.0
CSF2_CSF2RB,895.0,419.0,1255.0,1494.0
CSF2_CSF2RA,582.0,289.0,1653.0,0.0
IL4_IL13RA1,567.0,241.0,1860.0,0.0
IL4_IL13RA2,212.0,43.0,6.0,0.0
IL13_IL13RA1,1575.0,308.0,1895.0,0.0
IL13_IL4R,2006.0,359.0,1253.0,923.0
IL13_IL13RA2,1296.0,111.0,78.0,0.0
IL6_IL6ST,1560.0,532.0,2142.0,614.0
IL6_IL6R,1256.0,429.0,2540.0,0.0
IL11_IL11RA,501.0,209.0,1871.0,0.0
IL11_IL6ST,881.0,290.0,1267.0,1609.0
IL12B_IL12RB1,1891.0,366.0,1942.0,0.0
IL12B_IL12RB2,2496.0,295.0,337.0,0.0
IL12A_IL12RB1,1920.0,430.0,1978.0,0.0
IL12A_IL12RB2,2510.0,352.0,395.0,0.0
IL12B_IL23R,1637.0,165.0,160.0,0.0
IL23A_IL12RB1,1979.0,510.0,1954.0,0.0
IL23A_IL23R,1761.0,320.0,231.0,0.0
IL27_IL27RA,480.0,197.0,1895.0,0.0
IL27_IL6ST,927.0,299.0,1272.0,1585.0
EBI3_IL27RA,1167.0,434.0,2648.0,0.0
EBI3_IL6ST,1523.0,531.0,2235.0,582.0
CNTF_IL6ST,876.0,285.0,1267.0,1617.0
CNTF_LIFR,478.0,195.0,1819.0,0.0
CNTF_CNTFR,0.0,18.0,0.0,0.0
CLCF1_IL6ST,1655.0,614.0,1976.0,672.0
CLCF1_LIFR,1392.0,516.0,2402.0,0.0
CLCF1_CNTFR,1057.0,366.0,1044.0,0.0
CTF1_IL6ST,1877.0,390.0,1337.0,996.0
CTF1_LIFR,1609.0,302.0,1867.0,0.0
LIF_IL6ST,2115.0,597.0,1523.0,716.0
LIF_LIFR,1870.0,509.0,2021.0,0.0
OSM_IL6ST,2263.0,612.0,1439.0,666.0
OSM_LIFR,2023.0,526.0,1955.0,0.0
OSM_OSMR,1969.0,534.0,2026.0,0.0
IL10_IL10RA,2258.0,585.0,1420.0,697.0
IL10_IL10RB,2047.0,502.0,1789.0,0.0
IL19_IL20RA,538.0,52.0,14.0,0.0
IL19_IL20RB,1864.0,208.0,180.0,0.0
IL24_IL20RA,144.0,34.0,10.0,0.0
IL24_IL20RB,1636.0,190.0,176.0,0.0
IL24_IL22RA1,144.0,34.0,10.0,0.0
IL26_IL10RB,581.0,204.0,1614.0,0.0
IL26_IL20RA,1.0,16.0,0.0,0.0
IL1A_IL1RAP,1967.0,309.0,280.0,0.0
IL1A_IL1R1,529.0,260.0,1954.0,0.0
IL1B_IL1RAP,2135.0,467.0,1912.0,0.0
IL1B_IL1R1,836.0,411.0,2817.0,0.0
IL1A_IL1R2,1971.0,314.0,242.0,0.0
IL1B_IL1R2,2186.0,468.0,1888.0,0.0
IL36G_IL1RAP,1813.0,279.0,276.0,0.0
IL36G_IL1RL2,24.0,26.0,0.0,0.0
IL37_IL18RAP,1680.0,361.0,330.0,0.0
IL37_IL18R1,715.0,287.0,1517.0,0.0
IL18_IL18RAP,1931.0,516.0,2035.0,0.0
IL18_IL18R1,1068.0,447.0,2704.0,0.0
IL33_IL1RAP,2111.0,445.0,1944.0,0.0
IL33_IL1RL1,1164.0,254.0,1835.0,0.0
IL17A_IL17RA,422.0,200.0,1824.0,0.0
IL17A_IL17RC,1726.0,328.0,247.0,0.0
IL17F_IL17RA,422.0,195.0,1824.0,0.0
IL17F_IL17RC,1726.0,320.0,247.0,0.0
IL17B_IL17RB,1590.0,144.0,116.0,0.0
IL17C_IL17RA,910.0,239.0,1835.0,0.0
IL17C_IL17RE,835.0,99.0,32.0,0.0
IL25_IL17RA,422.0,184.0,1824.0,0.0
IL25_IL17RB,1588.0,126.0,116.0,0.0
IL34_CSF1R,1961.0,793.0,1616.0,629.0
CSF1_CSF1R,1071.0,623.0,2550.0,629.0
IL16_CD4,0.0,0.0,0.0,623.0
EPO_EPOR,1511.0,385.0,502.0,0.0
GH1_GHR,2231.0,223.0,198.0,0.0
PRL_PRLR,37.0,28.0,0.0,0.0
CSF3_CSF3R,2713.0,656.0,1078.0,0.0
IFNB1_IFNAR1,557.0,172.0,1662.0,0.0
IFNB1_IFNAR2,644.0,191.0,1553.0,0.0
IFNE_IFNAR1,557.0,171.0,1662.0,0.0
IFNE_IFNAR2,644.0,191.0,1553.0,0.0
IFNA5_IFNAR1,557.0,172.0,1662.0,0.0
IFNA5_IFNAR2,644.0,192.0,1553.0,0.0
IFNG_IFNGR1,2200.0,578.0,1338.0,735.0
IFNG_IFNGR2,2132.0,640.0,1239.0,806.0
TNF_TNFRSF1A,1878.0,580.0,1950.0,591.0
TNF_TNFRSF1B,1936.0,704.0,1780.0,562.0
LTA_TNFRSF1A,1560.0,523.0,2248.0,600.0
LTA_TNFRSF1B,1613.0,649.0,2100.0,581.0
LTA_TNFRSF14,1669.0,560.0,2061.0,626.0
LTB_LTBR,1586.0,448.0,2379.0,538.0
LTA_LTBR,1293.0,578.0,2475.0,0.0
TNFSF14_LTBR,1906.0,627.0,2018.0,0.0
TNFSF14_TNFRSF14,2291.0,612.0,1472.0,628.0
FASLG_FAS,1966.0,390.0,2020.0,0.0
TNFSF15_TNFRSF25,2236.0,398.0,1723.0,618.0
TNFSF10_TNFRSF10A,1657.0,502.0,2120.0,0.0
TNFSF10_TNFRSF10B,987.0,294.0,2696.0,0.0
EDA_EDAR,2463.0,302.0,250.0,0.0
EDA_EDA2R,1443.0,172.0,106.0,0.0
NGF_NGFR,1215.0,325.0,1672.0,0.0
KLK3_NGFR,638.0,269.0,1650.0,0.0
TNFSF11_TNFRSF11A,2021.0,537.0,1883.0,0.0
TNFSF11_TNFRSF11B,979.0,513.0,2688.0,0.0
TNFSF12_TNFRSF12A,1529.0,511.0,2428.0,0.0
CD70_CD27,2223.0,637.0,1435.0,684.0
TNFSF8_TNFRSF8,2415.0,659.0,864.0,0.0
TNFSF9_TNFRSF9,2351.0,479.0,1516.0,0.0
TNFSF4_TNFRSF4,2113.0,448.0,1766.0,0.0
TNFSF18_TNFRSF18,496.0,257.0,1765.0,0.0
TNFSF13_TNFRSF17,655.0,471.0,2836.0,0.0
TNFSF13_TNFRSF13B,611.0,458.0,2863.0,0.0
TNFSF13B_TNFRSF17,885.0,475.0,2775.0,0.0
TNFSF13B_TNFRSF13B,866.0,464.0,2792.0,0.0
TNFSF13B_TNFRSF13C,1571.0,426.0,2450.0,526.0
CD40LG_ITGA2B,1302.0,343.0,1062.0,0.0
CD40LG_ITGB3,1187.0,315.0,1052.0,0.0
CD40LG_ITGA5,1587.0,483.0,2421.0,0.0
CD40LG_ITGB1,1719.0,763.0,1966.0,579.0
CD40LG_ITGAM,1673.0,588.0,2101.0,0.0
CD40LG_ITGB2,2004.0,532.0,1972.0,555.0
SPP1_CD44,2077.0,536.0,1811.0,566.0
SPP1_ITGAV,1608.0,459.0,2314.0,0.0
SPP1_ITGB3,1324.0,298.0,918.0,0.0
SPP1_ITGB1,1766.0,759.0,1857.0,594.0
SPP1_ITGB5,2567.0,578.0,1072.0,0.0
SPP1_ITGA4,1921.0,535.0,1922.0,526.0
SPP1_ITGA9,2158.0,597.0,1533.0,0.0
SPP1_ITGA8,2671.0,512.0,1057.0,0.0
SPP1_ITGA5,1656.0,467.0,2339.0,0.0
ADIPOQ_ADIPOR1,649.0,160.0,1582.0,0.0
ADIPOQ_ADIPOR2,388.0,228.0,1904.0,0.0
RETN_TLR4,369.0,285.0,1907.0,0.0
RETN_CAP1,996.0,290.0,1231.0,1573.0
NAMPT_ITGA5,1168.0,622.0,2540.0,572.0
NAMPT_ITGB1,0.0,0.0,0.0,642.0
ANGPTL1_ITGB1,1234.0,558.0,1264.0,1293.0
ANGPTL1_ITGA1,1013.0,324.0,1787.0,0.0
ANGPTL2_ITGA5,1742.0,548.0,2215.0,0.0
ANGPTL2_ITGB1,1853.0,832.0,1702.0,611.0
ANGPTL2_TLR4,1601.0,606.0,2238.0,0.0
ANGPTL2_LILRB3,2515.0,626.0,858.0,0.0
ANGPTL1_LILRB3,2279.0,338.0,251.0,0.0
ANGPTL7_LILRB3,1911.0,279.0,222.0,0.0
ANGPTL4_ITGA5,1959.0,541.0,2060.0,0.0
ANGPTL4_ITGB1,2042.0,833.0,1545.0,618.0
ANGPTL4_ITGAV,1917.0,541.0,2054.0,0.0
ANGPTL4_ITGB3,1657.0,379.0,435.0,0.0
ANGPTL4_CDH5,1903.0,614.0,1854.0,0.0
ANGPTL4_CDH11,2200.0,641.0,1566.0,0.0
ANGPTL4_SDC1,2083.0,585.0,1707.0,0.0
ANGPTL4_SDC2,2309.0,692.0,1279.0,0.0
ANGPTL4_SDC3,2023.0,507.0,1985.0,0.0
ANGPTL4_SDC4,2010.0,616.0,1986.0,0.0
ANGPT1_TEK,2011.0,407.0,400.0,0.0
ANGPT2_TEK,2697.0,617.0,562.0,0.0
ANGPT2_ITGA5,2244.0,455.0,1949.0,0.0
ANGPT2_ITGB1,2309.0,764.0,1401.0,596.0
MDK_SDC1,1308.0,476.0,2592.0,0.0
MDK_SDC2,1424.0,589.0,2315.0,0.0
MDK_SDC4,838.0,488.0,2731.0,0.0
MDK_PTPRZ1,435.0,258.0,1778.0,0.0
MDK_ITGA4,1225.0,487.0,2480.0,593.0
MDK_ITGB1,1084.0,715.0,2486.0,611.0
MDK_ITGA6,856.0,464.0,2783.0,0.0
MDK_LRP1,1161.0,495.0,2582.0,0.0
MDK_NCL,1367.0,489.0,2405.0,608.0
MDK_ALK,435.0,259.0,1778.0,0.0
PTN_PTPRZ1,1812.0,222.0,153.0,0.0
PTN_SDC1,2359.0,440.0,1541.0,0.0
PTN_SDC2,2425.0,546.0,1093.0,0.0
PTN_SDC3,2112.0,366.0,1867.0,0.0
PTN_SDC4,2059.0,463.0,1838.0,0.0
PTN_ITGAV,2061.0,387.0,1893.0,0.0
PTN_ITGB3,1812.0,223.0,153.0,0.0
PTN_NCL,2377.0,456.0,1237.0,704.0
PTN_ALK,1812.0,221.0,153.0,0.0
POSTN_ITGAV,2627.0,455.0,1895.0,0.0
POSTN_ITGB3,2446.0,306.0,162.0,0.0
POSTN_ITGB5,3137.0,584.0,380.0,0.0
AGT_AGTR1,1044.0,106.0,45.0,0.0
KNG1_BDKRB1,0.0,7.0,0.0,0.0
KNG1_BDKRB2,608.0,54.0,7.0,0.0
C3_C3AR1,1940.0,539.0,2053.0,501.0
C3_CR2,0.0,0.0,0.0,302.0
C3_ITGAM,1700.0,493.0,2192.0,542.0
C3_ITGB2,0.0,0.0,0.0,483.0
C3_ITGAX,0.0,0.0,0.0,551.0
C4A_C3AR1,923.0,346.0,1222.0,0.0
C4A_CR2,1787.0,218.0,1167.0,871.0
C5_C5AR1,2029.0,567.0,1934.0,0.0
EDN1_EDNRA,2666.0,604.0,510.0,0.0
EDN2_EDNRA,1752.0,355.0,323.0,0.0
EDN3_EDNRA,1762.0,371.0,323.0,0.0
EDN1_EDNRB,1979.0,477.0,1990.0,0.0
EDN2_EDNRB,370.0,214.0,1887.0,0.0
EDN3_EDNRB,386.0,231.0,1887.0,0.0
GAL_GALR1,0.0,15.0,0.0,0.0
GAL_GALR2,327.0,66.0,22.0,0.0
GAL_GALR3,0.0,20.0,0.0,0.0
GHRL_GHSR,1322.0,386.0,704.0,0.0
POMC_MC1R,2346.0,698.0,948.0,0.0
POMC_MC4R,1761.0,355.0,335.0,0.0
NMU_NMUR1,543.0,78.0,65.0,0.0
NMU_NMUR2,21.0,21.0,0.0,0.0
NPFF_NPFFR1,2249.0,649.0,1283.0,0.0
NPFF_NPFFR2,914.0,381.0,1059.0,0.0
NPY_NPY1R,1334.0,322.0,932.0,0.0
NPY_NPY2R,0.0,8.0,0.0,0.0
NPY_NPY5R,369.0,51.0,10.0,0.0
NPY_GPR83,1506.0,130.0,120.0,0.0
PPY_NPY1R,1574.0,360.0,938.0,0.0
PPY_NPY2R,384.0,49.0,7.0,0.0
PPY_NPY5R,701.0,91.0,17.0,0.0
PPY_GPR83,1753.0,170.0,127.0,0.0
PYY_NPY1R,1964.0,398.0,992.0,0.0
PYY_NPY2R,966.0,88.0,84.0,0.0
PYY_NPY5R,1231.0,130.0,94.0,0.0
PYY_GPR83,2093.0,209.0,203.0,0.0
NTS_NTSR1,2196.0,356.0,772.0,0.0
PENK_OPRL1,1507.0,395.0,460.0,0.0
PENK_OPRM1,0.0,14.0,0.0,0.0
POMC_OPRL1,2617.0,681.0,731.0,0.0
POMC_OPRM1,1736.0,332.0,329.0,0.0
HCRT_HCRTR1,1813.0,274.0,211.0,0.0
OXT_OXTR,1926.0,185.0,154.0,0.0
SST_SSTR1,0.0,9.0,0.0,0.0
SST_SSTR2,1880.0,247.0,219.0,0.0
SST_SSTR3,1775.0,333.0,287.0,0.0
CORT_SSTR1,1015.0,102.0,96.0,0.0
CORT_SSTR2,2441.0,332.0,313.0,0.0
CORT_SSTR3,2357.0,416.0,375.0,0.0
TAC4_TACR1,1740.0,298.0,298.0,0.0
AVP_AVPR2,1055.0,93.0,93.0,0.0
AVP_AVPR1A,1779.0,189.0,190.0,0.0
AVP_AVPR1B,0.0,10.0,0.0,0.0
PRSS3_F2R,639.0,290.0,1534.0,0.0
CTSG_F2R,1736.0,566.0,2006.0,0.0
F2_F2R,639.0,292.0,1534.0,0.0
PLG_F2R,671.0,313.0,1539.0,0.0
GZMA_F2R,983.0,525.0,2601.0,0.0
PRSS2_F2R,688.0,310.0,1534.0,0.0
PRSS1_F2R,708.0,313.0,1543.0,0.0
PRSS3_F2RL1,717.0,68.0,74.0,0.0
CTSG_F2RL1,1887.0,378.0,829.0,0.0
F2_F2RL1,717.0,70.0,74.0,0.0
PLG_F2RL1,744.0,90.0,82.0,0.0
GZMA_F2RL1,1132.0,315.0,1769.0,0.0
PRSS2_F2RL1,764.0,89.0,74.0,0.0
PRSS1_F2RL1,780.0,96.0,83.0,0.0
PRSS3_F2RL2,0.0,7.0,0.0,0.0
CTSG_F2RL2,1458.0,320.0,769.0,0.0
F2_F2RL2,0.0,9.0,0.0,0.0
PLG_F2RL2,37.0,30.0,8.0,0.0
GZMA_F2RL2,508.0,256.0,1733.0,0.0
PRSS2_F2RL2,56.0,29.0,0.0,0.0
PRSS1_F2RL2,81.0,35.0,10.0,0.0
PRSS3_F2RL3,1753.0,284.0,230.0,0.0
CTSG_F2RL3,2462.0,577.0,961.0,0.0
F2_F2RL3,1753.0,286.0,230.0,0.0
GZMA_F2RL3,1982.0,524.0,1848.0,0.0
PLG_F2RL3,1772.0,306.0,237.0,0.0
PRSS2_F2RL3,1783.0,303.0,230.0,0.0
PRSS1_F2RL3,1791.0,309.0,239.0,0.0
PRSS3_PARD3,1725.0,294.0,246.0,0.0
CTSG_PARD3,2456.0,582.0,961.0,0.0
F2_PARD3,1725.0,296.0,246.0,0.0
GZMA_PARD3,1972.0,527.0,1873.0,0.0
PLG_PARD3,1747.0,314.0,254.0,0.0
PRSS2_PARD3,1759.0,315.0,246.0,0.0
PRSS1_PARD3,1771.0,320.0,255.0,0.0
PMCH_MCHR1,2057.0,283.0,208.0,0.0
PROK1_PROKR1,0.0,7.0,0.0,0.0
PROK2_PROKR1,0.0,13.0,0.0,0.0
ADCYAP1_ADCYAP1R1,1859.0,253.0,224.0,0.0
VIP_VIPR1,2106.0,419.0,604.0,0.0
VIP_VIPR2,2289.0,291.0,250.0,0.0
NPPA_NPR1,1811.0,307.0,307.0,0.0
NPPC_NPR2,2688.0,676.0,1069.0,0.0
KITLG_KIT,2585.0,636.0,686.0,0.0
CGA_FSHR,0.0,6.0,0.0,0.0
LHB_LHCGR,65.0,32.0,16.0,0.0
CGA_LHCGR,0.0,8.0,0.0,0.0
CGA_TSHR,1361.0,117.0,96.0,0.0
BDNF_NTRK2,854.0,70.0,35.0,0.0
NGF_NTRK1,1196.0,126.0,116.0,0.0
FLT3LG_FLT3,1727.0,418.0,2345.0,0.0
HGF_MET,2482.0,437.0,447.0,0.0
KLK3_NTRK1,648.0,67.0,76.0,0.0
NTF3_NTRK1,1654.0,155.0,136.0,0.0
NTF3_NTRK2,1810.0,157.0,96.0,0.0
NTF3_NTRK3,2509.0,282.0,172.0,0.0
NTF4_NTRK2,854.0,68.0,35.0,0.0
SEMA3A_NRP1,1573.0,577.0,2016.0,0.0
SEMA3A_PLXNA1,1333.0,534.0,2361.0,0.0
SEMA3A_PLXNA2,2307.0,609.0,1201.0,0.0
SEMA3A_PLXNA3,1289.0,562.0,2444.0,0.0
SEMA3A_PLXNA4,2208.0,591.0,1197.0,0.0
SEMA3B_NRP1,1601.0,348.0,1427.0,0.0
SEMA3B_PLXNA1,1259.0,301.0,1833.0,0.0
SEMA3B_PLXNA2,2334.0,377.0,322.0,0.0
SEMA3B_PLXNA3,1176.0,313.0,1940.0,0.0
SEMA3B_PLXNA4,2297.0,355.0,294.0,0.0
SEMA3C_NRP1,1326.0,336.0,1450.0,0.0
SEMA3C_PLXNA1,946.0,289.0,1840.0,0.0
SEMA3C_PLXNA2,2131.0,368.0,347.0,0.0
SEMA3C_PLXNA3,882.0,298.0,1948.0,0.0
SEMA3C_PLXNA4,2039.0,342.0,324.0,0.0
SEMA3D_NRP1,2300.0,563.0,1537.0,0.0
SEMA3D_PLXNA1,2111.0,522.0,1929.0,0.0
SEMA3D_PLXNA2,2821.0,590.0,473.0,0.0
SEMA3D_PLXNA3,2032.0,537.0,2021.0,0.0
SEMA3D_PLXNA4,2770.0,569.0,446.0,0.0
SEMA3B_NRP2,1488.0,343.0,1615.0,0.0
SEMA3C_NRP2,1176.0,325.0,1641.0,0.0
SEMA3D_NRP2,2256.0,560.0,1723.0,0.0
SEMA3F_PLXNA1,1869.0,571.0,1966.0,0.0
SEMA3F_NRP2,1960.0,589.0,1758.0,0.0
SEMA3F_PLXNA2,2633.0,636.0,542.0,0.0
SEMA3F_PLXNA3,1837.0,585.0,2077.0,0.0
SEMA3F_PLXNA4,2563.0,609.0,524.0,0.0
SEMA3G_PLXNA1,2098.0,475.0,1914.0,0.0
SEMA3G_NRP2,2173.0,504.0,1696.0,0.0
SEMA3G_PLXNA2,2797.0,551.0,428.0,0.0
SEMA3G_PLXNA3,2050.0,479.0,1998.0,0.0
SEMA3G_PLXNA4,2714.0,518.0,397.0,0.0
SEMA3C_PLXND1,1251.0,299.0,1536.0,1276.0
SEMA3E_PLXND1,716.0,243.0,1485.0,1597.0
ADM_CALCRL,2212.0,664.0,1360.0,0.0
AGT_MAS1,664.0,63.0,16.0,0.0
ANXA1_FPR2,1415.0,302.0,1856.0,0.0
ANXA1_FPR1,1553.0,549.0,2309.0,0.0
CALCA_CALCRL,988.0,334.0,1118.0,0.0
CALCB_CALCRL,988.0,335.0,1118.0,0.0
ENHO_GPR19,1699.0,190.0,149.0,0.0
GAS6_AXL,2001.0,454.0,2065.0,0.0
GAS6_MERTK,1602.0,472.0,2237.0,0.0
GAS6_TYRO3,2059.0,280.0,1814.0,0.0
GH1_PRLR,869.0,91.0,54.0,0.0
GRN_SORT1,2219.0,601.0,1522.0,642.0
GUCA2A_GUCY2C,1594.0,138.0,135.0,0.0
GUCA2B_GUCY2C,1594.0,139.0,135.0,0.0
INSL3_RXFP1,1589.0,440.0,828.0,0.0
INSL5_RXFP1,510.0,63.0,52.0,0.0
LEP_LEPR,1393.0,364.0,729.0,0.0
LGALS9_PTPRC,0.0,0.0,0.0,589.0
OSTN_NPR3,184.0,41.0,9.0,0.0
PMCH_MERTK,2420.0,602.0,1034.0,0.0
PROS1_AXL,2100.0,675.0,1456.0,0.0
PROS1_TYRO3,2226.0,510.0,1157.0,0.0
PSAP_GPR37L1,1225.0,231.0,1059.0,1535.0
PSAP_GPR37,1279.0,242.0,1073.0,1501.0
PTH2_PTH1R,1720.0,332.0,309.0,0.0
PTH2_PTH2R,0.0,10.0,0.0,0.0
PTHLH_PTH1R,2033.0,376.0,309.0,0.0
QRFP_QRFPR,0.0,5.0,0.0,0.0
RARRES2_GPR1,1890.0,485.0,1319.0,946.0
RARRES2_CMKLR1,1165.0,605.0,2537.0,557.0
RLN1_RXFP1,788.0,105.0,54.0,0.0
RLN3_RXFP1,515.0,75.0,52.0,0.0
SAA1_FPR2,1679.0,161.0,150.0,0.0
SCGB3A2_MARCO,1147.0,249.0,1294.0,0.0
SCT_SCTR,1893.0,314.0,165.0,0.0
SLURP2_CHRNB1,1260.0,391.0,765.0,0.0
SLURP2_CHRNB2,0.0,6.0,0.0,0.0
SLURP2_CHRNB4,923.0,92.0,79.0,0.0
SLURP2_CHRNA1,864.0,84.0,109.0,0.0
SLURP2_CHRNA2,0.0,6.0,0.0,0.0
SLURP2_CHRNA3,2007.0,205.0,224.0,0.0
SLURP2_CHRNA5,871.0,87.0,79.0,0.0
SLURP2_CHRNA6,0.0,7.0,0.0,0.0
SLURP2_CHRNA7,0.0,10.0,0.0,0.0
SLURP2_CHRNA9,0.0,10.0,0.0,0.0
SLURP2_CHRNA10,1704.0,253.0,225.0,0.0
SLURP2_CHRND,0.0,6.0,0.0,0.0
SLURP2_CHRNE,1890.0,196.0,208.0,0.0
BTLA_TNFRSF14,1195.0,510.0,2501.0,639.0
BAG6_NCR3,1259.0,547.0,2443.0,608.0
LGALS9_HAVCR2,1314.0,722.0,2192.0,629.0
LGALS9_CD44,0.0,0.0,0.0,618.0
ANXA1_FPR3,1982.0,524.0,2043.0,0.0
KLK4_F2R,639.0,290.0,1534.0,0.0
KLK1_F2R,1582.0,664.0,2005.0,0.0
KLK2_F2R,666.0,303.0,1534.0,0.0
KLK14_F2R,639.0,290.0,1534.0,0.0
KLK4_F2RL1,717.0,68.0,74.0,0.0
KLK2_F2RL1,737.0,87.0,74.0,0.0
KLK14_F2RL1,717.0,68.0,74.0,0.0
ADM_RAMP1,2560.0,643.0,1365.0,0.0
ADM_RAMP2,1990.0,583.0,1973.0,0.0
ADM_RAMP3,2052.0,555.0,1886.0,0.0
CALCA_RAMP1,1169.0,300.0,1148.0,0.0
CALCA_RAMP2,447.0,243.0,1792.0,0.0
CALCA_RAMP3,566.0,203.0,1709.0,0.0
CALCB_RAMP1,1169.0,301.0,1148.0,0.0
CALCB_RAMP2,447.0,243.0,1792.0,0.0
CALCB_RAMP3,566.0,204.0,1709.0,0.0
PROC_PROCR,2252.0,384.0,381.0,0.0
PROC_HSP90AA1,1778.0,275.0,1065.0,1189.0
PROC_F2R,1315.0,364.0,1561.0,0.0
SLC18A1_HTR3A,1720.0,381.0,397.0,0.0
SLC18A1_HTR3C,29.0,24.0,0.0,0.0
SLC18A1_HTR3E,29.0,25.0,0.0,0.0
SLC18A1_HTR3B,29.0,24.0,0.0,0.0
TPH1_HTR3A,2672.0,486.0,491.0,0.0
TPH1_HTR3C,1740.0,134.0,113.0,0.0
TPH1_HTR3E,1740.0,135.0,113.0,0.0
TPH1_HTR3B,1740.0,134.0,113.0,0.0
SLC18A2_HTR3A,2410.0,465.0,461.0,0.0
SLC18A2_HTR3C,1235.0,114.0,83.0,0.0
SLC18A2_HTR3E,1235.0,115.0,83.0,0.0
SLC18A2_HTR3B,1235.0,114.0,83.0,0.0
SLC6A4_HTR3A,1725.0,384.0,397.0,0.0
SLC6A4_HTR3C,40.0,26.0,0.0,0.0
SLC6A4_HTR3E,40.0,27.0,0.0,0.0
SLC6A4_HTR3B,40.0,26.0,0.0,0.0
SLC10A4_CHRNA1,885.0,101.0,109.0,0.0
SLC10A4_CHRNB1,1276.0,407.0,765.0,0.0
SLC10A4_CHRND,29.0,23.0,0.0,0.0
SLC10A4_CHRNE,1909.0,213.0,208.0,0.0
SLC10A4_CHRNA3,2018.0,222.0,224.0,0.0
SLC10A4_CHRNB4,944.0,107.0,79.0,0.0
SLC10A4_CHRNB2,29.0,23.0,0.0,0.0
SLC10A4_CHRNA7,29.0,27.0,0.0,0.0
SLC5A7_CHRNA1,864.0,81.0,109.0,0.0
SLC5A7_CHRNB1,1260.0,388.0,765.0,0.0
SLC5A7_CHRND,0.0,3.0,0.0,0.0
SLC5A7_CHRNE,1890.0,193.0,208.0,0.0
SLC5A7_CHRNB2,0.0,3.0,0.0,0.0
SLC5A7_CHRNA7,0.0,7.0,0.0,0.0
SLC32A1_GABRA1,0.0,9.0,0.0,0.0
SLC32A1_GABRG2,0.0,8.0,0.0,0.0
SLC32A1_GABRB3,0.0,11.0,0.0,0.0
GAD1_GABRA1,53.0,23.0,0.0,0.0
GAD1_GABRG2,53.0,22.0,0.0,0.0
GAD1_GABRB3,53.0,25.0,0.0,0.0
SLC32A1_GABRB2,0.0,11.0,0.0,0.0
GAD1_GABRB2,53.0,25.0,0.0,0.0
SLC32A1_GABRD,389.0,53.0,3.0,0.0
GAD1_GABRD,435.0,67.0,3.0,0.0
SLC32A1_GABRA2,0.0,13.0,0.0,0.0
GAD1_GABRA2,53.0,27.0,0.0,0.0
SLC32A1_GABRA3,0.0,10.0,0.0,0.0
GAD1_GABRA3,53.0,24.0,0.0,0.0
SLC32A1_GABRQ,0.0,19.0,0.0,0.0
GAD1_GABRQ,53.0,33.0,0.0,0.0
SLC32A1_GABRE,1655.0,352.0,398.0,0.0
GAD1_GABRE,1686.0,366.0,398.0,0.0
SLC32A1_GABRA4,43.0,30.0,0.0,0.0
GAD1_GABRA4,96.0,43.0,0.0,0.0
SLC32A1_GABRA5,46.0,31.0,0.0,0.0
GAD1_GABRA5,99.0,45.0,0.0,0.0
SLC6A1_GABRA1,287.0,42.0,10.0,0.0
SLC6A1_GABRG2,287.0,41.0,10.0,0.0
SLC6A1_GABRB3,287.0,44.0,10.0,0.0
SLC6A1_GABRB2,287.0,43.0,10.0,0.0
SLC6A1_GABRD,637.0,85.0,13.0,0.0
SLC6A1_GABRA2,287.0,46.0,10.0,0.0
SLC6A1_GABRA3,287.0,43.0,10.0,0.0
SLC6A1_GABRQ,287.0,52.0,10.0,0.0
SLC6A1_GABRE,1785.0,384.0,406.0,0.0
SLC6A1_GABRA4,330.0,63.0,10.0,0.0
SLC6A1_GABRA5,324.0,64.0,10.0,0.0
SLC6A12_GABRA1,1311.0,117.0,95.0,0.0
SLC6A12_GABRG2,1311.0,116.0,95.0,0.0
SLC6A12_GABRB3,1311.0,119.0,95.0,0.0
SLC6A12_GABRB2,1311.0,119.0,95.0,0.0
SLC6A12_GABRD,1551.0,158.0,97.0,0.0
SLC6A12_GABRA2,1311.0,121.0,95.0,0.0
SLC6A12_GABRA3,1311.0,118.0,95.0,0.0
SLC6A12_GABRQ,1311.0,127.0,95.0,0.0
SLC6A12_GABRE,2390.0,450.0,479.0,0.0
SLC6A12_GABRA4,1341.0,137.0,95.0,0.0
SLC6A12_GABRA5,1343.0,138.0,95.0,0.0
SLC6A13_GABRA1,73.0,29.0,3.0,0.0
SLC6A13_GABRG2,73.0,28.0,3.0,0.0
SLC6A13_GABRB3,73.0,31.0,3.0,0.0
