LR,gradient_count,edge_count,normal_count,weak_count
CTF1_LIFR,1324.0,57.0,638.0,0.0
LIF_IL6ST,781.0,237.0,996.0,0.0
LIF_LIFR,1094.0,225.0,720.0,0.0
OSM_IL6ST,813.0,250.0,986.0,0.0
OSM_LIFR,1139.0,261.0,724.0,0.0
OSM_OSMR,1085.0,256.0,774.0,0.0
IL10_IL10RA,674.0,279.0,829.0,0.0
IL10_IL10RB,786.0,233.0,932.0,0.0
IL19_IL20RA,3923.0,0.0,0.0,0.0
IL19_IL20RB,1980.0,22.0,131.0,0.0
IL24_IL20RA,3941.0,0.0,0.0,0.0
IL24_IL20RB,1994.0,16.0,129.0,0.0
IL24_IL22RA1,3965.0,0.0,0.0,0.0
IL26_IL10RB,1011.0,9.0,891.0,0.0
IL26_IL20RA,3959.0,0.0,0.0,0.0
IL1A_IL1RAP,1982.0,15.0,188.0,0.0
IL1A_IL1R1,1424.0,20.0,616.0,0.0
IL1B_IL1RAP,296.0,183.0,1593.0,0.0
IL1B_IL1R1,357.0,175.0,1693.0,0.0
IL1A_IL1R2,2039.0,22.0,143.0,0.0
IL1B_IL1R2,318.0,212.0,1467.0,0.0
IL36G_IL1RAP,2010.0,3.0,181.0,0.0
IL36G_IL1RL2,3074.0,1.0,0.0,0.0
IL18_IL18RAP,294.0,166.0,1599.0,0.0
IL18_IL18R1,300.0,122.0,1635.0,0.0
IL33_IL1RAP,278.0,186.0,1596.0,0.0
IL33_IL1RL1,899.0,322.0,864.0,0.0
IL17A_IL17RA,1316.0,15.0,726.0,0.0
IL17A_IL17RC,1972.0,6.0,163.0,0.0
IL17F_IL17RA,1305.0,5.0,732.0,0.0
IL17F_IL17RC,1979.0,8.0,163.0,0.0
IL25_IL17RA,1283.0,1.0,761.0,0.0
IL25_IL17RB,2175.0,1.0,95.0,0.0
IL34_CSF1R,782.0,284.0,908.0,0.0
CSF1_CSF1R,513.0,152.0,1526.0,0.0
GH1_GHR,2064.0,40.0,114.0,0.0
IFNB1_IFNAR1,1111.0,5.0,847.0,0.0
IFNB1_IFNAR2,759.0,3.0,1046.0,0.0
IFNE_IFNAR1,1112.0,6.0,847.0,0.0
IFNE_IFNAR2,759.0,2.0,1045.0,0.0
IFNA5_IFNAR1,1111.0,5.0,847.0,0.0
IFNA5_IFNAR2,759.0,3.0,1046.0,0.0
TNF_TNFRSF1A,658.0,229.0,1036.0,0.0
TNF_TNFRSF1B,513.0,273.0,1214.0,0.0
LTA_TNFRSF1A,370.0,168.0,1376.0,0.0
LTA_TNFRSF1B,298.0,222.0,1593.0,0.0
LTA_TNFRSF14,333.0,251.0,1263.0,0.0
LTA_LTBR,603.0,195.0,1184.0,0.0
TNFSF14_LTBR,1117.0,220.0,677.0,0.0
TNFSF14_TNFRSF14,614.0,335.0,832.0,0.0
FASLG_FAS,1256.0,133.0,642.0,0.0
TNFSF15_TNFRSF25,1392.0,154.0,607.0,0.0
TNFSF10_TNFRSF10A,376.0,155.0,1509.0,0.0
TNFSF10_TNFRSF10B,490.0,123.0,1444.0,0.0
EDA_EDAR,2268.0,64.0,143.0,0.0
EDA_EDA2R,2516.0,48.0,5.0,0.0
NGF_NGFR,1755.0,23.0,388.0,0.0
TNFSF11_TNFRSF11A,700.0,235.0,1208.0,0.0
TNFSF11_TNFRSF11B,343.0,190.0,1725.0,0.0
TNFSF12_TNFRSF12A,378.0,139.0,1627.0,0.0
CD70_CD27,898.0,246.0,941.0,0.0
TNFSF8_TNFRSF8,1395.0,281.0,434.0,0.0
TNFSF4_TNFRSF4,989.0,201.0,918.0,0.0
TNFSF13_TNFRSF17,232.0,162.0,1666.0,0.0
TNFSF13_TNFRSF13B,226.0,175.0,1702.0,0.0
CD40LG_ITGA2B,1770.0,283.0,175.0,0.0
CD40LG_ITGB3,2539.0,120.0,1.0,0.0
CD40LG_ITGA5,521.0,218.0,1319.0,0.0
CD40LG_ITGB1,320.0,176.0,1477.0,0.0
CD40LG_ITGAM,692.0,212.0,1116.0,0.0
CD40LG_ITGB2,496.0,285.0,1286.0,0.0
SPP1_CD44,705.0,222.0,1138.0,0.0
SPP1_ITGAV,513.0,197.0,1394.0,0.0
SPP1_ITGB3,2681.0,129.0,2.0,0.0
SPP1_ITGB1,493.0,207.0,1359.0,0.0
SPP1_ITGB5,1377.0,228.0,607.0,0.0
SPP1_ITGA4,404.0,234.0,1320.0,0.0
SPP1_ITGA9,1000.0,222.0,886.0,0.0
SPP1_ITGA8,1376.0,209.0,506.0,0.0
SPP1_ITGA5,614.0,180.0,1210.0,0.0
ADIPOQ_ADIPOR1,926.0,10.0,1095.0,0.0
ADIPOQ_ADIPOR2,1207.0,0.0,719.0,0.0
NAMPT_ITGA5,584.0,333.0,1299.0,0.0
NAMPT_ITGB1,628.0,452.0,1171.0,0.0
ANGPTL1_ITGB1,1142.0,41.0,844.0,0.0
ANGPTL1_ITGA1,1617.0,35.0,513.0,0.0
ANGPTL2_ITGA5,789.0,284.0,954.0,0.0
ANGPTL2_ITGB1,691.0,261.0,1116.0,0.0
ANGPTL2_TLR4,1083.0,232.0,749.0,0.0
ANGPTL2_LILRB3,1595.0,266.0,397.0,0.0
ANGPTL1_LILRB3,2117.0,30.0,166.0,0.0
ANGPTL7_LILRB3,2158.0,2.0,156.0,0.0
ANGPTL4_ITGA5,905.0,284.0,836.0,0.0
ANGPTL4_ITGB1,814.0,262.0,998.0,0.0
ANGPTL4_ITGAV,868.0,238.0,977.0,0.0
ANGPTL4_ITGB3,3014.0,62.0,1.0,0.0
ANGPTL4_CDH5,1236.0,279.0,584.0,0.0
ANGPTL4_CDH11,1358.0,215.0,534.0,0.0
ANGPTL4_SDC1,1799.0,237.0,380.0,0.0
ANGPTL4_SDC2,1290.0,264.0,542.0,0.0
ANGPTL4_SDC3,1198.0,259.0,720.0,0.0
ANGPTL4_SDC4,1285.0,193.0,590.0,0.0
ANGPT1_TEK,1947.0,29.0,207.0,0.0
ANGPT2_TEK,1723.0,182.0,282.0,0.0
ANGPT2_ITGA5,1093.0,236.0,715.0,0.0
ANGPT2_ITGB1,983.0,211.0,889.0,0.0
MDK_SDC1,719.0,114.0,1203.0,0.0
MDK_SDC2,434.0,182.0,1536.0,0.0
MDK_SDC4,352.0,199.0,1583.0,0.0
MDK_PTPRZ1,2131.0,196.0,18.0,0.0
MDK_ITGA4,320.0,182.0,1463.0,0.0
MDK_ITGB1,227.0,176.0,1647.0,0.0
MDK_ITGA6,413.0,153.0,1467.0,0.0
MDK_LRP1,427.0,158.0,1511.0,0.0
MDK_NCL,542.0,173.0,1413.0,0.0
MDK_ALK,2178.0,130.0,8.0,0.0
PTN_PTPRZ1,3342.0,39.0,0.0,0.0
PTN_SDC1,2042.0,127.0,211.0,0.0
PTN_SDC2,1563.0,133.0,334.0,0.0
PTN_SDC3,1354.0,133.0,566.0,0.0
PTN_SDC4,1640.0,117.0,397.0,0.0
PTN_ITGAV,1179.0,132.0,788.0,0.0
PTN_ITGB3,3298.0,29.0,0.0,0.0
PTN_NCL,777.0,180.0,999.0,0.0
PTN_ALK,3445.0,19.0,0.0,0.0
POSTN_ITGAV,1051.0,258.0,945.0,0.0
POSTN_ITGB3,3140.0,78.0,0.0,0.0
POSTN_ITGB5,1838.0,199.0,229.0,0.0
AGT_AGTR1,2442.0,15.0,29.0,0.0
C3_C3AR1,512.0,225.0,1362.0,0.0
C3_CR2,1120.0,132.0,896.0,0.0
C3_ITGAM,533.0,230.0,1321.0,0.0
C3_ITGB2,881.0,211.0,1093.0,0.0
C3_ITGAX,753.0,216.0,1327.0,0.0
C5_C5AR1,1429.0,189.0,439.0,0.0
EDN1_EDNRA,1780.0,168.0,249.0,0.0
EDN2_EDNRA,2033.0,0.0,167.0,0.0
EDN3_EDNRA,2024.0,11.0,170.0,0.0
EDN1_EDNRB,1158.0,196.0,531.0,0.0
EDN2_EDNRB,1299.0,2.0,535.0,0.0
EDN3_EDNRB,1310.0,12.0,517.0,0.0
GAL_GALR1,3979.0,1.0,0.0,0.0
GAL_GALR2,2551.0,6.0,22.0,0.0
GAL_GALR3,3700.0,2.0,0.0,0.0
GHRL_GHSR,3282.0,8.0,0.0,0.0
POMC_MC1R,1437.0,244.0,422.0,0.0
POMC_MC4R,2703.0,126.0,7.0,0.0
NMU_NMUR1,2386.0,8.0,65.0,0.0
NMU_NMUR2,3961.0,1.0,0.0,0.0
NPFF_NPFFR1,1114.0,259.0,785.0,0.0
NPFF_NPFFR2,2349.0,202.0,16.0,0.0
PPY_NPY1R,2024.0,27.0,308.0,0.0
PPY_NPY2R,3939.0,0.0,0.0,0.0
PPY_NPY5R,2543.0,15.0,10.0,0.0
PPY_GPR83,2129.0,16.0,117.0,0.0
PYY_NPY1R,1989.0,35.0,312.0,0.0
PYY_NPY2R,3901.0,1.0,0.0,0.0
PYY_NPY5R,2521.0,31.0,9.0,0.0
PYY_GPR83,2113.0,39.0,117.0,0.0
NTS_NTSR1,1637.0,230.0,273.0,0.0
PENK_OPRL1,1833.0,9.0,246.0,0.0
PENK_OPRM1,3961.0,0.0,0.0,0.0
POMC_OPRL1,1468.0,208.0,387.0,0.0
POMC_OPRM1,3534.0,4.0,0.0,0.0
SST_SSTR1,3728.0,0.0,0.0,0.0
SST_SSTR2,2042.0,0.0,176.0,0.0
SST_SSTR3,2102.0,3.0,154.0,0.0
CORT_SSTR1,3644.0,9.0,0.0,0.0
CORT_SSTR2,1981.0,43.0,187.0,0.0
CORT_SSTR3,2037.0,52.0,175.0,0.0
AVP_AVPR2,2321.0,5.0,87.0,0.0
AVP_AVPR1A,2154.0,5.0,157.0,0.0
AVP_AVPR1B,3965.0,0.0,0.0,0.0
PRSS3_F2R,1675.0,1.0,359.0,0.0
CTSG_F2R,861.0,235.0,1088.0,0.0
F2_F2R,1679.0,3.0,355.0,0.0
PLG_F2R,1674.0,13.0,349.0,0.0
GZMA_F2R,393.0,195.0,1567.0,0.0
PRSS2_F2R,1677.0,13.0,347.0,0.0
PRSS1_F2R,1678.0,17.0,344.0,0.0
PRSS3_F2RL1,2381.0,0.0,73.0,0.0
CTSG_F2RL1,1637.0,233.0,337.0,0.0
F2_F2RL1,2380.0,1.0,73.0,0.0
PLG_F2RL1,2366.0,8.0,73.0,0.0
GZMA_F2RL1,1188.0,285.0,637.0,0.0
PRSS2_F2RL1,2371.0,12.0,73.0,0.0
PRSS1_F2RL1,2369.0,16.0,73.0,0.0
PRSS3_F2RL2,3795.0,0.0,0.0,0.0
CTSG_F2RL2,2839.0,65.0,0.0,0.0
F2_F2RL2,3793.0,0.0,0.0,0.0
PLG_F2RL2,3772.0,0.0,0.0,0.0
GZMA_F2RL2,2279.0,91.0,1.0,0.0
PRSS2_F2RL2,3774.0,1.0,0.0,0.0
PRSS1_F2RL2,3770.0,3.0,0.0,0.0
PRSS3_F2RL3,1986.0,1.0,154.0,0.0
CTSG_F2RL3,1210.0,262.0,716.0,0.0
F2_F2RL3,1985.0,3.0,155.0,0.0
GZMA_F2RL3,683.0,223.0,1233.0,0.0
PLG_F2RL3,1975.0,14.0,155.0,0.0
PRSS2_F2RL3,1972.0,10.0,155.0,0.0
PRSS1_F2RL3,1971.0,15.0,155.0,0.0
PRSS3_PARD3,1905.0,1.0,179.0,0.0
CTSG_PARD3,1147.0,275.0,706.0,0.0
F2_PARD3,1906.0,2.0,177.0,0.0
GZMA_PARD3,610.0,213.0,1202.0,0.0
PLG_PARD3,1894.0,12.0,178.0,0.0
PRSS2_PARD3,1892.0,7.0,176.0,0.0
PRSS1_PARD3,1896.0,15.0,174.0,0.0
PMCH_MCHR1,2446.0,118.0,22.0,0.0
VIP_VIPR1,2065.0,33.0,173.0,0.0
VIP_VIPR2,2118.0,29.0,108.0,0.0
NPPA_NPR1,2051.0,1.0,202.0,0.0
KITLG_KIT,1659.0,245.0,340.0,0.0
BDNF_NTRK2,2663.0,2.0,29.0,0.0
NGF_NTRK1,2464.0,27.0,75.0,0.0
FLT3LG_FLT3,374.0,168.0,1826.0,0.0
NTF3_NTRK1,2435.0,29.0,76.0,0.0
NTF3_NTRK2,2596.0,29.0,35.0,0.0
NTF3_NTRK3,2249.0,43.0,102.0,0.0
SEMA3A_NRP1,1116.0,243.0,816.0,0.0
SEMA3A_PLXNA1,609.0,243.0,1203.0,0.0
SEMA3A_PLXNA2,1170.0,282.0,685.0,0.0
SEMA3A_PLXNA3,453.0,233.0,1240.0,0.0
SEMA3A_PLXNA4,1211.0,275.0,699.0,0.0
SEMA3B_NRP1,1849.0,52.0,226.0,0.0
SEMA3B_PLXNA1,1355.0,43.0,567.0,0.0
SEMA3B_PLXNA2,1966.0,39.0,186.0,0.0
SEMA3B_PLXNA3,1163.0,45.0,654.0,0.0
SEMA3B_PLXNA4,1930.0,43.0,188.0,0.0
SEMA3C_NRP1,1851.0,38.0,225.0,0.0
SEMA3C_PLXNA1,1359.0,32.0,567.0,0.0
SEMA3C_PLXNA2,1978.0,34.0,184.0,0.0
SEMA3C_PLXNA3,1182.0,42.0,647.0,0.0
SEMA3C_PLXNA4,1940.0,38.0,188.0,0.0
SEMA3D_NRP1,1651.0,204.0,267.0,0.0
SEMA3D_PLXNA1,1172.0,221.0,629.0,0.0
SEMA3D_PLXNA2,1731.0,186.0,253.0,0.0
SEMA3D_PLXNA3,942.0,202.0,717.0,0.0
SEMA3D_PLXNA4,1711.0,196.0,245.0,0.0
SEMA3B_NRP2,1618.0,45.0,435.0,0.0
SEMA3C_NRP2,1621.0,35.0,437.0,0.0
SEMA3D_NRP2,1370.0,194.0,527.0,0.0
SEMA3F_PLXNA1,1056.0,253.0,694.0,0.0
SEMA3F_NRP2,1261.0,247.0,640.0,0.0
SEMA3F_PLXNA2,1596.0,229.0,326.0,0.0
SEMA3F_PLXNA3,841.0,266.0,811.0,0.0
SEMA3F_PLXNA4,1589.0,252.0,320.0,0.0
SEMA3G_PLXNA1,1192.0,169.0,600.0,0.0
SEMA3G_NRP2,1422.0,183.0,517.0,0.0
SEMA3G_PLXNA2,1787.0,170.0,234.0,0.0
SEMA3G_PLXNA3,993.0,170.0,687.0,0.0
SEMA3G_PLXNA4,1757.0,179.0,235.0,0.0
SEMA3C_PLXND1,982.0,36.0,934.0,0.0
SEMA3E_PLXND1,979.0,6.0,967.0,0.0
ADM_CALCRL,1321.0,271.0,548.0,0.0
AGT_MAS1,3292.0,14.0,0.0,0.0
ANXA1_FPR2,693.0,320.0,1043.0,0.0
ANXA1_FPR1,304.0,189.0,1693.0,0.0
CALCA_CALCRL,1730.0,1.0,352.0,0.0
CALCB_CALCRL,1731.0,1.0,350.0,0.0
ENHO_GPR19,2105.0,20.0,114.0,0.0
GAS6_AXL,374.0,196.0,1705.0,0.0
GAS6_MERTK,332.0,176.0,1609.0,0.0
GAS6_TYRO3,439.0,197.0,1383.0,0.0
GH1_PRLR,2941.0,20.0,0.0,0.0
GRN_SORT1,624.0,249.0,1196.0,0.0
INSL3_RXFP1,1839.0,280.0,151.0,0.0
LGALS9_PTPRC,923.0,349.0,891.0,0.0
PMCH_MERTK,1417.0,168.0,453.0,0.0
PROS1_AXL,1117.0,259.0,847.0,0.0
PROS1_TYRO3,1273.0,289.0,575.0,0.0
PSAP_GPR37L1,1107.0,471.0,383.0,0.0
PSAP_GPR37,1013.0,468.0,513.0,0.0
PTH2_PTH1R,1978.0,1.0,212.0,0.0
PTH2_PTH2R,3626.0,0.0,0.0,0.0
PTHLH_PTH1R,1953.0,24.0,212.0,0.0
SAA1_FPR2,2185.0,40.0,78.0,0.0
SCGB3A2_MARCO,1999.0,1.0,175.0,0.0
SLURP2_CHRNB1,1765.0,2.0,378.0,0.0
SLURP2_CHRNB2,3935.0,0.0,0.0,0.0
SLURP2_CHRNB4,2382.0,2.0,78.0,0.0
SLURP2_CHRNA1,2319.0,0.0,105.0,0.0
SLURP2_CHRNA2,3923.0,0.0,0.0,0.0
SLURP2_CHRNA3,2216.0,1.0,177.0,0.0
SLURP2_CHRNA5,2209.0,1.0,79.0,0.0
SLURP2_CHRNA6,3884.0,0.0,0.0,0.0
SLURP2_CHRNA7,3687.0,0.0,0.0,0.0
SLURP2_CHRNA9,3721.0,0.0,0.0,0.0
SLURP2_CHRNA10,1993.0,1.0,159.0,0.0
SLURP2_CHRND,3932.0,0.0,0.0,0.0
SLURP2_CHRNE,2077.0,0.0,181.0,0.0
BTLA_TNFRSF14,371.0,240.0,1398.0,0.0
BAG6_NCR3,507.0,240.0,1250.0,0.0
LGALS9_HAVCR2,484.0,348.0,1177.0,0.0
LGALS9_CD44,892.0,351.0,929.0,0.0
COL1A1_ITGB1,897.0,123.0,1218.0,0.0
COL1A1_ITGA1,786.0,120.0,1274.0,0.0
COL1A2_ITGB1,903.0,140.0,1153.0,0.0
COL1A2_ITGA1,803.0,124.0,1151.0,0.0
COL4A1_ITGB1,875.0,116.0,1188.0,0.0
COL4A1_ITGA1,818.0,100.0,1247.0,0.0
COL4A2_ITGB1,825.0,123.0,1233.0,0.0
COL4A2_ITGA1,745.0,110.0,1268.0,0.0
COL4A3_ITGB1,959.0,226.0,861.0,0.0
COL4A3_ITGA1,1583.0,206.0,353.0,0.0
COL4A4_ITGB1,889.0,186.0,931.0,0.0
COL4A4_ITGA1,1408.0,191.0,513.0,0.0
COL4A5_ITGB1,1015.0,90.0,881.0,0.0
COL4A5_ITGA1,1815.0,62.0,269.0,0.0
COL4A6_ITGB1,930.0,28.0,1014.0,0.0
COL4A6_ITGA1,1861.0,6.0,285.0,0.0
COL6A1_ITGB1,933.0,180.0,1002.0,0.0
COL6A1_ITGA1,838.0,181.0,1044.0,0.0
COL6A2_ITGB1,941.0,234.0,932.0,0.0
COL6A2_ITGA1,834.0,233.0,1034.0,0.0
COL6A3_ITGB1,860.0,116.0,1224.0,0.0
COL6A3_ITGA1,833.0,122.0,1201.0,0.0
COL6A5_ITGB1,937.0,24.0,999.0,0.0
COL6A5_ITGA1,1856.0,6.0,284.0,0.0
COL6A6_ITGB1,891.0,22.0,1054.0,0.0
COL6A6_ITGA1,1856.0,1.0,294.0,0.0
COL9A1_ITGB1,956.0,39.0,980.0,0.0
COL9A1_ITGA1,1852.0,14.0,279.0,0.0
COL9A2_ITGB1,847.0,171.0,971.0,0.0
COL9A2_ITGA1,1361.0,179.0,605.0,0.0
COL9A3_ITGB1,913.0,200.0,899.0,0.0
COL9A3_ITGA1,1488.0,205.0,445.0,0.0
COL1A1_ITGA2,486.0,313.0,1275.0,0.0
COL1A2_ITGA2,600.0,297.0,1163.0,0.0
COL4A1_ITGA2,504.0,279.0,1236.0,0.0
COL4A2_ITGA2,1227.0,291.0,511.0,0.0
COL4A3_ITGA2,2195.0,190.0,31.0,0.0
COL4A4_ITGA2,1993.0,226.0,117.0,0.0
COL4A5_ITGA2,2464.0,52.0,0.0,0.0
COL4A6_ITGA2,2533.0,3.0,0.0,0.0
COL6A1_ITGA2,698.0,281.0,1074.0,0.0
COL6A2_ITGA2,831.0,257.0,943.0,0.0
COL6A3_ITGA2,1293.0,291.0,490.0,0.0
COL6A5_ITGA2,2530.0,6.0,0.0,0.0
COL6A6_ITGA2,2540.0,1.0,0.0,0.0
COL9A1_ITGA2,2522.0,15.0,0.0,0.0
COL9A2_ITGA2,1911.0,229.0,179.0,0.0
COL9A3_ITGA2,2074.0,211.0,93.0,0.0
FN1_ITGA3,785.0,181.0,1045.0,0.0
FN1_ITGB1,849.0,138.0,1162.0,0.0
FN1_ITGA4,837.0,110.0,888.0,0.0
FN1_ITGA5,836.0,119.0,1019.0,0.0
FN1_ITGA8,1250.0,261.0,569.0,0.0
LAMA1_ITGB1,912.0,23.0,1030.0,0.0
LAMA1_ITGA1,1863.0,4.0,284.0,0.0
LAMA2_ITGB1,1024.0,108.0,882.0,0.0
LAMA2_ITGA1,1812.0,69.0,271.0,0.0
LAMA3_ITGB1,895.0,208.0,951.0,0.0
LAMA3_ITGA1,1392.0,176.0,526.0,0.0
LAMA4_ITGB1,892.0,170.0,1061.0,0.0
LAMA4_ITGA1,1222.0,165.0,778.0,0.0
LAMA5_ITGB1,822.0,110.0,1149.0,0.0
LAMA5_ITGA1,702.0,117.0,1236.0,0.0
LAMB1_ITGB1,908.0,167.0,1044.0,0.0
LAMB1_ITGA1,1208.0,171.0,802.0,0.0
LAMB2_ITGB1,831.0,115.0,1159.0,0.0
LAMB2_ITGA1,749.0,103.0,1297.0,0.0
LAMB3_ITGB1,954.0,174.0,805.0,0.0
LAMB3_ITGA1,1661.0,170.0,290.0,0.0
LAMC1_ITGB1,946.0,137.0,1108.0,0.0
LAMC1_ITGA1,983.0,124.0,1026.0,0.0
LAMC2_ITGB1,891.0,170.0,992.0,0.0
LAMC2_ITGA1,1319.0,183.0,641.0,0.0
LAMC3_ITGB1,986.0,57.0,940.0,0.0
LAMC3_ITGA1,1847.0,33.0,273.0,0.0
LAMA1_ITGA2,2537.0,4.0,0.0,0.0
LAMA2_ITGA2,2465.0,61.0,0.0,0.0
LAMA3_ITGA2,1964.0,208.0,130.0,0.0
LAMA4_ITGA2,1801.0,268.0,236.0,0.0
LAMA5_ITGA2,1220.0,295.0,496.0,0.0
LAMB1_ITGA2,1737.0,248.0,272.0,0.0
LAMB2_ITGA2,1231.0,292.0,526.0,0.0
LAMB3_ITGA2,2303.0,168.0,6.0,0.0
LAMC1_ITGA2,1490.0,261.0,410.0,0.0
LAMC2_ITGA2,1877.0,244.0,186.0,0.0
LAMC3_ITGA2,2498.0,21.0,0.0,0.0
CHAD_ITGA2,2534.0,6.0,0.0,0.0
CHAD_ITGB1,930.0,28.0,1012.0,0.0
LAMA1_ITGA3,2182.0,4.0,119.0,0.0
LAMA2_ITGA3,2112.0,61.0,117.0,0.0
LAMA3_ITGA3,1583.0,198.0,427.0,0.0
LAMA4_ITGA3,1344.0,206.0,619.0,0.0
LAMA5_ITGA3,733.0,171.0,1127.0,0.0
LAMB1_ITGA3,1290.0,196.0,679.0,0.0
LAMB2_ITGA3,720.0,167.0,1146.0,0.0
LAMB3_ITGA3,1915.0,148.0,144.0,0.0
LAMC1_ITGA3,1034.0,172.0,909.0,0.0
LAMC2_ITGA3,1427.0,177.0,539.0,0.0
LAMC3_ITGA3,2148.0,24.0,117.0,0.0
RELN_ITGA3,1783.0,181.0,230.0,0.0
RELN_ITGB1,979.0,238.0,893.0,0.0
THBS1_ITGA3,813.0,269.0,1011.0,0.0
THBS1_ITGB1,1064.0,187.0,1002.0,0.0
THBS2_ITGA3,1798.0,204.0,245.0,0.0
THBS2_ITGB1,958.0,239.0,902.0,0.0
THBS3_ITGA3,1535.0,204.0,454.0,0.0
THBS3_ITGB1,889.0,187.0,949.0,0.0
THBS4_ITGA3,2114.0,59.0,114.0,0.0
THBS4_ITGB1,1012.0,98.0,885.0,0.0
COMP_ITGA3,2179.0,8.0,119.0,0.0
COMP_ITGB1,938.0,31.0,1005.0,0.0
COL1A1_ITGA3,892.0,171.0,1015.0,0.0
COL1A2_ITGA3,935.0,183.0,952.0,0.0
COL4A1_ITGA3,861.0,162.0,1018.0,0.0
COL4A2_ITGA3,834.0,167.0,1074.0,0.0
COL4A3_ITGA3,1818.0,187.0,201.0,0.0
COL4A4_ITGA3,1604.0,199.0,385.0,0.0
COL4A5_ITGA3,2124.0,61.0,115.0,0.0
COL4A6_ITGA3,2179.0,4.0,119.0,0.0
COL6A1_ITGA3,647.0,256.0,1112.0,0.0
COL6A2_ITGA3,719.0,257.0,1025.0,0.0
COL6A3_ITGA3,799.0,156.0,1055.0,0.0
COL6A5_ITGA3,2176.0,6.0,118.0,0.0
COL6A6_ITGA3,2184.0,0.0,119.0,0.0
COL9A1_ITGA3,2169.0,16.0,118.0,0.0
COL9A2_ITGA3,1487.0,188.0,494.0,0.0
COL9A3_ITGA3,1670.0,218.0,316.0,0.0
LAMA1_ITGA6,1763.0,5.0,312.0,0.0
LAMA2_ITGA6,1734.0,71.0,278.0,0.0
LAMA3_ITGA6,1316.0,167.0,568.0,0.0
LAMA4_ITGA6,1250.0,176.0,744.0,0.0
LAMA5_ITGA6,772.0,106.0,1064.0,0.0
LAMB1_ITGA6,1191.0,144.0,749.0,0.0
LAMB2_ITGA6,822.0,104.0,1142.0,0.0
LAMB3_ITGA6,1544.0,138.0,302.0,0.0
LAMC1_ITGA6,1027.0,127.0,966.0,0.0
LAMC2_ITGA6,1214.0,137.0,621.0,0.0
LAMC3_ITGA6,1763.0,33.0,284.0,0.0
LAMA1_ITGA7,2078.0,2.0,147.0,0.0
LAMA2_ITGA7,2021.0,67.0,140.0,0.0
LAMA3_ITGA7,1494.0,191.0,491.0,0.0
LAMA4_ITGA7,1283.0,196.0,740.0,0.0
LAMA5_ITGA7,705.0,152.0,1212.0,0.0
LAMB1_ITGA7,1222.0,186.0,791.0,0.0
LAMB2_ITGA7,743.0,133.0,1275.0,0.0
LAMB3_ITGA7,1817.0,141.0,173.0,0.0
LAMC1_ITGA7,1004.0,142.0,1033.0,0.0
LAMC2_ITGA7,1308.0,151.0,564.0,0.0
LAMC3_ITGA7,2057.0,33.0,143.0,0.0
VTN_ITGA8,2249.0,89.0,1.0,0.0
VTN_ITGB1,1020.0,137.0,855.0,0.0
TNC_ITGA8,967.0,275.0,931.0,0.0
TNC_ITGB1,975.0,271.0,1072.0,0.0
TNR_ITGA8,2298.0,46.0,0.0,0.0
TNR_ITGB1,1001.0,76.0,898.0,0.0
TNN_ITGA8,2355.0,8.0,0.0,0.0
TNN_ITGB1,940.0,32.0,1004.0,0.0
TNXB_ITGA8,1724.0,240.0,312.0,0.0
TNXB_ITGB1,942.0,179.0,1026.0,0.0
FREM1_ITGA8,2352.0,13.0,0.0,0.0
FREM1_ITGB1,945.0,31.0,992.0,0.0
NPNT_ITGA8,2272.0,64.0,0.0,0.0
NPNT_ITGB1,1017.0,107.0,871.0,0.0
FRAS1_ITGA8,2349.0,9.0,0.0,0.0
FRAS1_ITGB1,946.0,32.0,993.0,0.0
FREM2_ITGA8,2357.0,0.0,0.0,0.0
FREM2_ITGB1,903.0,22.0,1041.0,0.0
TNC_ITGA9,902.0,293.0,1111.0,0.0
TNR_ITGA9,2030.0,43.0,146.0,0.0
TNN_ITGA9,2097.0,11.0,142.0,0.0
TNXB_ITGA9,1449.0,188.0,612.0,0.0
COL1A1_ITGA9,864.0,172.0,1188.0,0.0
COL1A2_ITGA9,925.0,173.0,1016.0,0.0
COL4A1_ITGA9,900.0,169.0,1182.0,0.0
COL4A2_ITGA9,752.0,161.0,1178.0,0.0
COL4A3_ITGA9,1773.0,217.0,234.0,0.0
COL4A4_ITGA9,1580.0,208.0,386.0,0.0
COL4A5_ITGA9,2042.0,70.0,142.0,0.0
COL4A6_ITGA9,2096.0,5.0,141.0,0.0
COL6A1_ITGA9,695.0,208.0,1192.0,0.0
COL6A2_ITGA9,796.0,257.0,1064.0,0.0
COL6A3_ITGA9,817.0,145.0,1136.0,0.0
COL6A5_ITGA9,2089.0,4.0,141.0,0.0
COL6A6_ITGA9,2097.0,0.0,144.0,0.0
COL9A1_ITGA9,2086.0,18.0,141.0,0.0
COL9A2_ITGA9,1443.0,179.0,459.0,0.0
COL9A3_ITGA9,1645.0,207.0,310.0,0.0
LAMA1_ITGA9,2096.0,5.0,144.0,0.0
LAMA2_ITGA9,2033.0,77.0,150.0,0.0
LAMA3_ITGA9,1546.0,192.0,396.0,0.0
LAMA4_ITGA9,1397.0,188.0,594.0,0.0
LAMA5_ITGA9,724.0,145.0,1184.0,0.0
LAMB1_ITGA9,1391.0,203.0,637.0,0.0
LAMB2_ITGA9,720.0,162.0,1223.0,0.0
LAMB3_ITGA9,1845.0,170.0,184.0,0.0
LAMC1_ITGA9,1080.0,171.0,944.0,0.0
LAMC2_ITGA9,1455.0,190.0,502.0,0.0
